word,source_lists,cefr_level,frequency_rank,pos,en_definition,ja_translation
mum,CEFR-J,A1,,noun,,
mumble,CEFR-J,B2,,noun,,
municipal,BSL,,,,,
murderer,CEFR-J,B1,,noun,,
murmur,CEFR-J,B2,,noun,,
muse,CEFR-J,B2,,verb,,
mushroom,CEFR-J,A2,,noun,,
mustache,CEFR-J,B2,,noun,,
mustard,CEFR-J,B1,,noun,,
mutability,CEFR-J,B2,,noun,,
mutable,CEFR-J,B2,,adjective,,
mutation,NAWL,,,n,a change; in genetics: any event that changes genetic structure,突然変異
mutter,CEFR-J,B2,,noun,,
mutton,CEFR-J,B2,,noun,,
mutually,BSL,,,,,
my,CEFR-J,A1,,determiner,,
mysterious,CEFR-J,A2,,adjective,,
mystify,CEFR-J,B2,,verb,,
myth,NAWL|BSL|CEFR-J,B1,,n,a popular belief that is false or unsupported by fact,神話
nail,TSL|CEFR-J,B1,,noun,"a long, thin piece of metal used to hold pieces of wood together banged in with a hammer",
naked,NAWL|CEFR-J,B1,,adj,not wearing any clothes; without covering,裸の
namely,NAWL|BSL,,,adv,"that is to say, specifically",すなわち；つまり
nano,CEFR-J,B2,,noun,,
nap,TSL|CEFR-J,B1,,noun,"a short sleep, often taken during the daytime",
napkin,CEFR-J,A2,,noun,,
narcissistic,CEFR-J,B2,,adjective,,
narrate,CEFR-J,B1,,verb,,
narrator,CEFR-J,B2,,noun,,
narrowly,CEFR-J,B2,,adverb,,
nasty,NAWL|BSL|CEFR-J,B1,,adj,"very bad, unpleasant, or offensive",不快な；意地の悪い
nationalism,NAWL|BSL,,,n,"The spirit of love of your country, e.g. leading to war",国家主義
nationalist,BSL|CEFR-J,B1,,noun,,
nationality,CEFR-J,A1,,noun,,
nationalize,BSL,,,,,
nationwide,TSL|BSL|CEFR-J,B2,,adjective,all across the country,
native speaker,CEFR-J,B2,,noun,,
naughty,CEFR-J,B2,,adjective,,
naval,CEFR-J,B2,,adjective,,
navigate,CEFR-J,B2,,verb,,
navigation,CEFR-J,B2,,noun,,
navy,CEFR-J,B2,,noun,,
navy blue,CEFR-J,B1,,adjective,,
neat,NAWL|TSL|CEFR-J,B2,,adj,Not messy; clean and orderly; simple and effective,きちんとした
necessity,NAWL|TSL|BSL|CEFR-J,B2,,n,something that you must have or do,必要性; 必需品
necklace,TSL|CEFR-J,B1,,noun,"a piece of jewelery, or decoration, worn around the neck",
nectar,CEFR-J,B1,,noun,,
needle,CEFR-J,B1,,noun,,
needless,CEFR-J,B2,,adjective,,
needy,TSL|CEFR-J,B2,,adjective,people who are poor and do not have enough to live on,
negatively,CEFR-J,B2,,adverb,,
negligence,BSL,,,,,
negotiable,BSL,,,,,
negotiator,BSL,,,,,
neighboring,CEFR-J,B2,,adjective,,
neo,NAWL|BSL,,,n,a prefix meaning 'recent' or 'new',ネオ
nephew,CEFR-J,B1,,noun,,
nerves,CEFR-J,B2,,noun,,
nervously,CEFR-J,B2,,adverb,,
nervousness,CEFR-J,B1,,noun,,
ness,CEFR-J,B1,,noun,,
nest,NAWL,,,n,the home of a bird or spider,巣
netsurfer,CEFR-J,B2,,noun,,
neural,NAWL,,,adj,about the nerves or nervous system,神経の
neuron,NAWL,,,n,a nerve cell; the basic building block of the nervous system.,ニューロン
neurosis,CEFR-J,B2,,noun,,
neutral,NAWL|BSL|CEFR-J,B1,,adj,not involved; without strong feeling; without electrical charge; not acidic or akaline,中立の
newborn,CEFR-J,B1,,adjective,,
newcomer,BSL|CEFR-J,B1,,noun,,
newscaster,CEFR-J,B2,,noun,,
newsletter,TSL|BSL,,,,report or open letter giving information of interest to a special group  ,
newsstand,TSL,,,,a small structure where newspapers and magazines are sold  ,
newsworthy,CEFR-J,B2,,adjective,,
next door,CEFR-J,B1,,adverb,,
next to,CEFR-J,A2,,preposition,,
next-door,CEFR-J,B1,,adjective,,
nicely,NAWL|CEFR-J,B2,,adv,in a pleasing way; in a polite way,うまく；よく
niche,NAWL|BSL,,,n,"a small area; a specialised business, job or activity",ニッチ
nickname,CEFR-J,B1,,noun,,
niece,CEFR-J,B1,,noun,,
nightclub,CEFR-J,B2,,noun,,
nightlife,CEFR-J,B1,,noun,,
nightmare,CEFR-J,B2,,noun,,
nine,NGSL|NGSL-Spoken|CEFR-J,A1,,number,,
nineteen,NGSL|NGSL-Spoken|CEFR-J,A1,,number,,
ninety,NGSL|NGSL-Spoken|CEFR-J,A1,,number,,
nitrogen,NAWL,,,n,a colorless chemical element without a smell that forms most of the earth's atmosphere,窒素
no one,CEFR-J,A2,,pronoun,,
nobility,CEFR-J,B2,,noun,,
noble,NAWL|CEFR-J,B2,,adj,having personal qualities that people admire,気高い
nobleman,CEFR-J,B2,,noun,,
nod,CEFR-J,B1,,noun,,
node,NAWL|BSL,,,n,an intersection or junction point in a network; a part on a plant where a new leaf grows,こぶ；結節
noisily,CEFR-J,B1,,adverb,,
noisy,NAWL|TSL|CEFR-J,A2,,adj,full of noise; loud,やかましい；派手な 
nomad,CEFR-J,B2,,noun,,
nominal,NAWL|BSL,,,adj,in name or thought but not reality,名ばかりの
nominate,TSL|BSL,,,,to suggest someone for to do or be something,
nomination,TSL|BSL|CEFR-J,B2,,noun,the state of being suggested for something,
nominee,CEFR-J,B2,,noun,,
non,NAWL|BSL,,,prefix,a prefix meaning 'not',～でない
non-smoking,CEFR-J,B2,,adjective,,
nonetheless,NAWL|BSL|CEFR-J,B1,,adj,"in spite of that, nevertheless",それにもかかわらず
nonlinear,NAWL,,,adj,not in a line,非線形の
nonprofessional,CEFR-J,B2,,adjective,,
nonsense,CEFR-J,B1,,noun,,
noon,TSL|CEFR-J,A2,,noun,the middle of the day  ,
norm,NAWL|BSL,,,n,an established standard of performance or behavior,規範；基準
northeast,CEFR-J,B1,,adjective,,
northeastern,CEFR-J,B1,,adjective,,
northward,CEFR-J,B2,,adverb,,
northwest,CEFR-J,B1,,adjective,,
northwestern,CEFR-J,B1,,adjective,,
nostril,CEFR-J,B2,,noun,,
notable,BSL,,,,,
notably,BSL,,,,,
notation,NAWL,,,n,a set of written signs or shapes that are used in music or mathematics,表記法
notebook,CEFR-J,A1,,noun,,
noticeable,CEFR-J,B1,,adjective,,
noticeboard,CEFR-J,B1,,noun,,
notify,TSL|BSL,,,,officially tell someone some information,
notorious,CEFR-J,B1,,adjective,,
nought,CEFR-J,B2,,noun,,
nourish,CEFR-J,B2,,verb,,
nourishment,CEFR-J,B2,,noun,,
novelist,CEFR-J,B1,,noun,,
novelty,CEFR-J,B2,,noun,,
november,NGSL|CEFR-J,A1,,noun,,
novice,NAWL,,,n,"a person with little or no experience in a particular activity, skill, or subject",初心者
nucleus,NAWL|CEFR-J,B1,,n pl.,control center of a cell,核
nuisance,CEFR-J,B2,,noun,,
null,NAWL|BSL,,,adj,having no impact,無効の
numerical,NAWL|BSL|CEFR-J,B2,,adj,includes numbers,数値
nursery,CEFR-J,B2,,noun,,
nut,CEFR-J,B2,,noun,,
nutrient,NAWL|CEFR-J,B1,,n,"a chemical, food, that animals and plants need to live, develop, and be healthy",栄養素
nutrition,TSL|CEFR-J,B1,,noun,the study of food and health,
nutritious,CEFR-J,B1,,adjective,,
nutshell,CEFR-J,B2,,noun,,
o'clock,TSL|CEFR-J,A1,,adverb,the hour of the day,
oak,CEFR-J,A2,,noun,,
oath,CEFR-J,B2,,noun,,
obedience,CEFR-J,B2,,noun,,
obedient,CEFR-J,B2,,adjective,,
obey,CEFR-J,B2,,verb,,
obituary,BSL|CEFR-J,B2,,noun,,
objection,NAWL|BSL|CEFR-J,B1,,n,reason for not supporting or agreeing with a plan,異議
obligate,TSL,,,,to have to do,
oblige,TSL|BSL,,,,to make someone have to do something,
obscure,NAWL|BSL,,,adj,"not famous, unknown by most people; not easy to understand",あいまいな
observer,NAWL|BSL|CEFR-J,B2,,n,someone whose job it is to watch or notice things,観察者；監視者
obsess,CEFR-J,B2,,verb,,
obsession,CEFR-J,B2,,noun,,
obsessive,CEFR-J,B2,,adjective,,
obstacle,BSL|CEFR-J,B1,,noun,,
obtain,NAWL|TSL|BSL|CEFR-J,B1,,verb,To be given or to earn something through efforts,得る
occasional,BSL|CEFR-J,B1,,adjective,,
occupancy,TSL,,,,the state of living in a place,
occupant,TSL,,,,"a person who lives in a place, e.g. renter, tenant",
occupation,NAWL|TSL|BSL|CEFR-J,A2,,n,a career or regular job,職業；占有
occurrence,NAWL|TSL|BSL,,,n,specific instance of something happening,発生；出来事
october,NGSL|CEFR-J,A1,,noun,,
odds,BSL,,,,,
offend,CEFR-J,B2,,verb,,
offender,CEFR-J,B2,,noun,,
offensive,BSL|CEFR-J,B1,,adjective,,
offhand,CEFR-J,B2,,adverb,,
officially,TSL|BSL|CEFR-J,B1,,adverb,done by the government or office in charge,
offset,BSL,,,,,
offshore,BSL|CEFR-J,B2,,adjective,,
offspring,NAWL,,,n,the child of a person or the young of a plant or animal,子孫
oily,CEFR-J,B1,,adjective,,
ointment,CEFR-J,B2,,noun,,
ok,CEFR-J,A1,,adjective,,
old-fashioned,CEFR-J,B1,,adjective,,
olive,CEFR-J,B2,,noun,,
olive oil,CEFR-J,A2,,noun,,
olympia,CEFR-J,B2,,noun,,
olympiad,CEFR-J,B2,,noun,,
olympic,CEFR-J,A2,,adjective,,
olympics,CEFR-J,A1,,noun,,
omelet,CEFR-J,A2,,noun,,
omit,TSL|BSL,,,,to leave out or not say ,
oneself,CEFR-J,B1,,pronoun,,
ongoing,TSL|BSL,,,,still happening ,
onion,CEFR-J,A2,,noun,,
onset,NAWL,,,n,the beginning,開始
onstage,CEFR-J,B1,,adjective,,
onwards,NAWL,,,adv,forward,前方へ
opening,CEFR-J,B1,,noun,,
openly,BSL|CEFR-J,B2,,adverb,,
operational,TSL|BSL,,,,in working order,
operative,BSL,,,,,
oppress,CEFR-J,B1,,verb,,
oppression,CEFR-J,B1,,noun,,
opt,TSL|BSL,,,,to make a choice ,
optical,NAWL,,,adj,concerning vision or helping people see,光学の
optimal,NAWL|BSL,,,adj,best,最適な
optimism,BSL|CEFR-J,B2,,noun,,
optimist,CEFR-J,B2,,noun,,
optimistic,TSL|BSL|CEFR-J,B2,,adjective,being positive about the future,
optimization,BSL,,,,,
optimize,BSL,,,,,
optimum,NAWL|BSL,,,adj,the best or most desirable,最適な
optional,TSL|CEFR-J,B2,,adjective,"a choice, something you do not have to do",
oral,NAWL|BSL|CEFR-J,B2,,adj,by mouth,口頭の
orator,CEFR-J,B2,,noun,,
orbit,CEFR-J,B1,,noun,,
orchestra,TSL|CEFR-J,B1,,noun,many musicians with different instruments playing one musical piece,
orchestral,CEFR-J,B2,,adjective,,
orchid,CEFR-J,B2,,noun,,
orderly,CEFR-J,B1,,adjective,,
ordinate,BSL,,,,,
organ,NAWL|BSL|CEFR-J,B1,,n,large wind instrument similar to a piano,オルガン
organism,NAWL|CEFR-J,B1,,n,"living thing, often one that is small",生命体
organizational,TSL|BSL,,,,to do with planning and managing ,
organized,CEFR-J,A2,,adjective,,
organizer,TSL|CEFR-J,B2,,noun,someone who plans things for a living,
orient,NAWL|BSL,,,verb,to focus your attention or efforts on something,適応させる；正しい方向に置く
orientation,NAWL|TSL|BSL,,,n,"the ability to locate oneself in your environment with reference to time, place, and people",適応；オリエンテーション；方向性；位置
originality,CEFR-J,B2,,noun,,
originate,BSL|CEFR-J,B2,,verb,,
ornament,CEFR-J,B2,,noun,,
orphan,CEFR-J,A2,,noun,,
oscillation,NAWL,,,n,"movement, from side to side at a steady speed; a frequent change in size, strength, or direction between two limits",振動
ought to,CEFR-J,B1,,modal auxiliary,,
ounce,BSL|CEFR-J,B2,,noun,,
our,CEFR-J,A1,,determiner,,
ours,CEFR-J,A1,,pronoun,,
oust,BSL,,,,,
out of,CEFR-J,A2,,preposition,,
out-of-date,CEFR-J,B1,,adjective,,
outage,TSL,,,,a failure in the power system so that there is no electricity available,
outback,CEFR-J,B2,,noun,,
outbreak,BSL|CEFR-J,B2,,noun,,
outdate,TSL,,,,to be older than,
outdistance,CEFR-J,B2,,verb,,
outdo,CEFR-J,B2,,verb,,
outdoor,TSL|CEFR-J,B1,,adjective,outside in the open air,
outdoors,CEFR-J,B1,,adverb,,
outer,NAWL|CEFR-J,B1,,adj,on or around something,外側の；中心から遠くにある
outfit,TSL|BSL|CEFR-J,B2,,noun,a set of clothes like a uniform,
outflow,BSL,,,,,
outgoing,BSL,,,,,
outgrow,CEFR-J,B2,,verb,,
outing,CEFR-J,B2,,noun,,
outlaw,CEFR-J,B1,,noun,,
outlay,BSL,,,,,
outlet,NAWL|TSL|BSL|CEFR-J,B2,,n,"a way for something to be released; a pipe, hole or wire through which gas, liquid or electricity flows",アウトレット
outlive,CEFR-J,B2,,verb,,
outlook,TSL|BSL|CEFR-J,B2,,noun,a view point,
outpatient,CEFR-J,B2,,noun,,
outperform,BSL,,,,,
outrage,BSL|CEFR-J,B2,,noun,,
outrageous,CEFR-J,B2,,adjective,,
outright,BSL,,,,,
outshine,CEFR-J,B2,,verb,,
outsider,BSL|CEFR-J,B2,,noun,,
outskirts,CEFR-J,B2,,noun,,
outsource,BSL,,,,,
outstanding,TSL|BSL|CEFR-J,B1,,adjective,not yet completed,
outward,CEFR-J,B1,,adjective,,
outwardly,CEFR-J,B2,,adverb,,
outweigh,BSL|CEFR-J,B1,,verb,,
oval,TSL|CEFR-J,B2,,adjective,A shape that looks like an egg,
oven,TSL|CEFR-J,A2,,noun,kitchen appliance used for baking or roasting  ,
overboard,CEFR-J,B2,,adverb,,
overbook,CEFR-J,B2,,verb,,
overcharge,TSL,,,,to ask for too much money for goods or service,
overcoat,CEFR-J,B2,,noun,,
overcrowd,TSL,,,,too many people in too small a space,
overdue,TSL,,,,past the date you should do something; late,
overemphasize,CEFR-J,B2,,verb,,
overestimate,CEFR-J,B2,,verb,,
overhaul,BSL,,,,,
overhead,NAWL|TSL|BSL,,,adj,located above your head or in the sky,間接費
overhear,CEFR-J,B2,,verb,,
overjoyed,CEFR-J,B1,,adjective,,
overlap,NAWL|BSL|CEFR-J,B2,,verb,To lie over or cover a part of something else,重複，重なる
overlook,TSL|BSL|CEFR-J,B2,,verb,"to ignore, to not notice ",
overly,CEFR-J,B2,,adverb,,
overnight,TSL|BSL|CEFR-J,B1,,adjective,from one day to the next,
overpay,TSL,,,,to hand over too much money  ,
oversee,TSL|BSL,,,,to supervise,
overshadow,CEFR-J,B2,,verb,,
oversight,BSL,,,,,
oversize,CEFR-J,B2,,adjective,,
overstate,BSL,,,,,
overstep,CEFR-J,B2,,verb,,
overtake,CEFR-J,B2,,verb,,
overthrow,CEFR-J,B2,,verb,,
overtime,TSL|BSL|CEFR-J,B2,,adverb,work done in addition to regular working hours  ,
overturn,CEFR-J,B2,,verb,,
overview,NAWL|TSL|BSL,,,n,a description of the main features of something,概観
overweight,CEFR-J,A2,,adjective,,
overwhelm,BSL|CEFR-J,B1,,verb,,
overwhelming,CEFR-J,B1,,adjective,,
overwork,CEFR-J,B1,,noun,,
ow,CEFR-J,B2,,noun,,
owing,CEFR-J,B1,,adjective,,
owing to,CEFR-J,B2,,preposition,,
owl,CEFR-J,B2,,noun,,
ox,CEFR-J,B2,,noun,,
oxidize,NAWL,,,verb,to convert (an element) into an oxide; combine with oxygen - to rust,酸化
oxygen,NAWL|CEFR-J,B1,,n,"a gas in the air that has no smell or taste, and that all animals need to breathe",酸素
ozone,CEFR-J,B2,,noun,,
pa,CEFR-J,B2,,noun,,
pacific,CEFR-J,A2,,adjective,,
packed,CEFR-J,B2,,adjective,,
packet,TSL|BSL|CEFR-J,B2,,noun,a small carton or package,
packing,CEFR-J,B1,,noun,,
pact,BSL,,,,,
pad,TSL|CEFR-J,B2,,noun,many sheets of paper glued together for writing,
paddle,CEFR-J,B1,,noun,,
paid,CEFR-J,B1,,adjective,,
painful,NAWL|BSL|CEFR-J,B1,,adj,causing or feeling physical pain or hurt,痛い
paintbrush,CEFR-J,B2,,noun,,
painter,TSL|CEFR-J,A2,,noun,an artist who paints  ,
painting,CEFR-J,A1,,noun,,
pajamas,CEFR-J,B2,,noun,,
pal,CEFR-J,A2,,noun,,
palace,CEFR-J,A1,,noun,,
pallet,CEFR-J,B2,,noun,,
palm,CEFR-J,B1,,noun,,
pamphlet,TSL,,,,a small paper leaflet or booklet  that tells you about a single subject,
pan,TSL|BSL|CEFR-J,A2,,noun,"a flat, round cooking container used for frying",
pancake,CEFR-J,B2,,noun,,
pandemic,CEFR-J,B2,,adjective,,
pant,TSL,,,,"take short sharp breaths through your mouth, noisily",
pants,CEFR-J,A1,,noun,,
papaya,CEFR-J,B2,,noun,,
paperback,TSL,,,,a book that has a cover made of paper,
paperless,CEFR-J,B2,,adjective,,
paperwork,TSL|CEFR-J,B2,,noun,the written work to do with any particular job,
par,NAWL|BSL,,,n,the usual amount,等価；平均；額面価格
parachute,CEFR-J,B1,,noun,,
parade,TSL|CEFR-J,B2,,noun,walk or march,
paradigm,NAWL,,,n,a set of ideas that are used for understanding or explaining something,パラダイム
paradise,CEFR-J,B1,,noun,,
paradox,NAWL|CEFR-J,B2,,n,"a saying that seems contrary to popular belief, but which may be true",逆説；パラドックス
paralegal,TSL,,,,someone who works in a law company but who has not trained as a lawyer,
paralysis,CEFR-J,B2,,noun,,
paralyze,CEFR-J,B1,,verb,,
paramedic,CEFR-J,B2,,adjective,,
parameter,NAWL|BSL,,,n,"a characteristic or constant factor, a limit.",パラメーター
paramilitary,BSL,,,,,
paraphrase,TSL,,,,saying it again but putting the same meaning into different words,
paratrooper,CEFR-J,B2,,noun,,
parcel,NAWL|TSL|CEFR-J,B1,,n,"a package or box wrapped in paper, a thing bigger than a letter that is sent in the mail",小包
pardon,NAWL|CEFR-J,A1,,verb,to excuse,何とおっしゃいましたか？
parental,NAWL|CEFR-J,B1,,adj,"concerning, or provided by, a parent",親の
parenthesis,NAWL,,,n,"one of two symbols ( and ), used in writing",括弧
parity,BSL,,,,,
parking,CEFR-J,B1,,noun,,
parliament,BSL|CEFR-J,B2,,noun,,
parliamentary,BSL,,,,,
parrot,CEFR-J,B1,,noun,,
part-time,CEFR-J,B1,,adjective,,
partial,NAWL|TSL|BSL|CEFR-J,B1,,adj,not complete; being only part of something,部分的な；不公平な
partially,NAWL|TSL|BSL,,,adv,in part; in some degree; not wholly,部分的に；不公平に
participle,CEFR-J,B1,,noun,,
particle,NAWL|BSL|CEFR-J,B2,,n,a very small piece of something,粒子
partisan,CEFR-J,B2,,noun,,
partition,NAWL|BSL,,,n,"a wall, screen, or piece of glass used to separate one area from another",分割
passionate,CEFR-J,B2,,adjective,,
passionately,CEFR-J,B2,,adverb,,
passive,BSL|CEFR-J,B1,,adjective,,
passport,TSL|BSL|CEFR-J,B1,,noun,"official document containing information about you, that allows you to enter other countries",
password,TSL|CEFR-J,B1,,noun,a secret word or phrase needed to prove who you are,
pasta,TSL|CEFR-J,A2,,noun,"shaped and dried dough, made from flour and water, often used in Italian cooking",
pastor,CEFR-J,B2,,noun,,
pastoral,CEFR-J,B2,,adjective,,
pastry,TSL,,,,"a food made of flour, fat and water and baked with other food inside it",
patch,BSL|CEFR-J,B2,,noun,,
patent,TSL|BSL,,,,the right to be the only one who is allowed to make a thing,
pathway,NAWL,,,n,a path or way that you can walk,経路
patience,TSL|CEFR-J,B1,,noun,to accept suffering without getting angry,
patiently,CEFR-J,B2,,adverb,,
patriot,CEFR-J,B2,,noun,,
patriotic,CEFR-J,B2,,adjective,,
patriotism,CEFR-J,B2,,noun,,
patrol,CEFR-J,B1,,noun,,
patron,TSL|CEFR-J,B2,,noun,"someone who gives support with time, money or effort",
pave,CEFR-J,B2,,verb,,
pavement,CEFR-J,B2,,noun,,
paw,CEFR-J,B2,,noun,,
pawnbroker,CEFR-J,B2,,noun,,
pawnshop,CEFR-J,B2,,noun,,
payable,TSL|BSL,,,,an amount of money due,
payback,BSL,,,,,
paycheck,TSL,,,,the piece of paper that tells a worker how much they have earned ,
payoff,BSL,,,,,
payout,BSL,,,,,
payroll,TSL|BSL,,,,the total amount of money paid in wages,
pc,CEFR-J,A2,,noun,,
pea,CEFR-J,A2,,noun,,
peaceful,BSL|CEFR-J,A2,,adjective,,
peacefully,CEFR-J,B2,,adverb,,
peacekeeping,BSL,,,,,
peach,CEFR-J,B2,,noun,,
peanut,CEFR-J,B1,,noun,,
pear,CEFR-J,A2,,noun,,
pearl,CEFR-J,B2,,noun,,
peasant,NAWL,,,n,"a person of low social status, usually who works on a farm",小作人
pebble,CEFR-J,B2,,noun,,
peculiar,CEFR-J,B1,,adjective,,
pedal,CEFR-J,B2,,noun,,
pedantic,CEFR-J,B2,,adjective,,
pedestrian,TSL|CEFR-J,B2,,noun,a person who is walking on the street,
pee,CEFR-J,B2,,verb,,
peel,CEFR-J,B2,,noun,,
peep,CEFR-J,B2,,noun,,
peg,BSL|CEFR-J,B2,,noun,,
penalize,TSL|CEFR-J,B2,,verb,to punish someone,
pence,CEFR-J,A2,,noun,,
pencil,CEFR-J,A1,,noun,,
pending,BSL,,,,,
penetrate,CEFR-J,B2,,verb,,
penfriend,CEFR-J,A2,,noun,,
penguin,CEFR-J,B2,,noun,,
penicillin,CEFR-J,B2,,noun,,
penniless,CEFR-J,B1,,adjective,,
penny,CEFR-J,B1,,noun,,
pensioner,BSL,,,,,
pentagon,CEFR-J,B2,,noun,,
pepper,TSL|CEFR-J,A2,,noun,a strong spice (black or white),
performer,TSL|BSL|CEFR-J,B1,,noun,an entertainer  like an actor or a singer,
perfume,CEFR-J,A2,,noun,,
periodic,NAWL|BSL,,,adj,"happening regularly, but not frequently",定期的な
periodical,TSL,,,,a magazine made and available on a regular basis,
periodically,TSL|BSL,,,,"every so often, at regular times",
peripheral,NAWL,,,adj,not connected to the main or important part of something,周辺の
permanence,CEFR-J,B2,,noun,,
permanently,TSL|BSL|CEFR-J,B1,,adverb,for ever,
permeate,CEFR-J,B2,,verb,,
perpetual,BSL,,,,,
perseverance,CEFR-J,B2,,noun,,
persist,BSL|CEFR-J,B2,,verb,,
persistence,CEFR-J,B2,,noun,,
persistent,BSL|CEFR-J,B2,,adjective,,
personalize,TSL,,,,change something so that it is tailored to a particular person's needs,
personification,CEFR-J,B2,,noun,,
personify,CEFR-J,B2,,verb,,
perspiration,CEFR-J,B2,,noun,,
persuasion,CEFR-J,B2,,noun,,
persuasive,CEFR-J,B1,,adjective,,
peso,BSL,,,,,
pessimist,CEFR-J,B2,,noun,,
pessimistic,CEFR-J,B2,,adjective,,
pest,NAWL,,,n,an unwanted insect or small animal that eats plants or food supplies,害虫
pesticide,NAWL,,,n,a chemical substance used to kill pests,農薬
pet,TSL|BSL|CEFR-J,A1,,noun,an animal you keep in the house to play with,
petition,TSL|BSL,,,,"a demand for a particular action, usually signed by a lot of people ",
petrified,CEFR-J,B2,,adjective,,
petrol,BSL|CEFR-J,A2,,noun,,
petrol station,CEFR-J,A2,,noun,,
petty,BSL|CEFR-J,B2,,adjective,,
ph,CEFR-J,B2,,noun,,
phantom,CEFR-J,B1,,adjective,,
pharmaceutical,TSL|BSL,,,,relating to the preparation and making of medicine,
pharmacist,TSL|CEFR-J,B2,,noun,a person whose job it is to prepare medicines,
pharmacy,TSL|CEFR-J,B1,,noun,a store where medicines are prepared and sold,
phenomenal,NAWL,,,adj,"unusual, remarkable",驚異的な
philosopher,NAWL|CEFR-J,B1,,n,a person who studies ideas about things such as the meaning of life and truth,哲学者
philosophical,NAWL|CEFR-J,B2,,adj,concerning philosophy,哲学的な
phoenix,CEFR-J,B1,,noun,,
phonological,NAWL,,,adj,concerning sound,音韻的な
phosphate,NAWL,,,n,a salt or compound used to help grown plants,リン酸塩
photocopier,TSL,,,,a machine that makes exact copies of documents,
photocopy,TSL|CEFR-J,B1,,noun,an exact copy of a document made with a photographic machine,
photographer,TSL|CEFR-J,A2,,noun,someone who takes pictures for a living  ,
photographic,NAWL,,,adj,concerning the art of making images with cameras,写真の
photography,TSL|CEFR-J,A2,,noun,the art of taking pictures,
phrasal verb,CEFR-J,B1,,noun,,
physically,NAWL|BSL|CEFR-J,A2,,adv,in a manner related to the body,肉体的に；身体上
physician,NAWL|TSL|BSL|CEFR-J,B2,,n,a medical doctor,医師
physics,NAWL|TSL|BSL|CEFR-J,B1,,n pl.,"the study of heat, light, and other forms of energy and how they affect objects",物理学
physiological,NAWL,,,adj,concerning how the body functions,生理学的な
pi,NAWL|CEFR-J,B2,,n,the ratio of the circumference to the diameter of a circle; approximately equal to 3.14,パイ
pickle,CEFR-J,B2,,noun,,
picky,CEFR-J,B2,,adjective,,
picnic,TSL|CEFR-J,A1,,noun,a packed meal to take with you and eaten in the open air,
picturesque,CEFR-J,B2,,adjective,,
pie,TSL|CEFR-J,B1,,noun,"round, covered pastrywith a filling like cherry or apple ",
piety,CEFR-J,B1,,noun,,
pilgrim,CEFR-J,A2,,noun,,
pill,TSL|BSL|CEFR-J,A2,,noun,medicine in the form of a capsule that you swallow ,
pillow,TSL|CEFR-J,B1,,noun,soft cushion to rest your head on when you go to bed,
pillowcase,CEFR-J,B2,,noun,,
pin,BSL|CEFR-J,B2,,noun,,
pine,CEFR-J,B2,,noun,,
pineapple,CEFR-J,B1,,noun,,
pint,CEFR-J,B2,,noun,,
pioneer,BSL,,,,,
pipeline,BSL,,,,,
piracy,CEFR-J,B2,,noun,,
pirate,CEFR-J,B2,,noun,,
pit,BSL|CEFR-J,B1,,noun,,
pity,CEFR-J,A2,,noun,,
pizza,TSL|BSL|CEFR-J,A1,,noun,"a round piece of baked dough, covered with tomato, cheese and other ingredients",
placement,TSL|BSL,,,,the act of placing someone in a job or the location of something,
plague,BSL|CEFR-J,B2,,noun,,
plainly,BSL,,,,,
plaintiff,BSL,,,,,
planner,NAWL|TSL|BSL,,,n,notebook for recording appointments or things to do,手帳；ノート
planning,CEFR-J,B2,,noun,,
plantation,NAWL,,,n,"a large area of plants, usually in a hot climate",農園
plausible,NAWL|TSL|BSL,,,adj,being reasonable and possibly true,もっともらしい
playful,CEFR-J,A2,,adjective,,
playground,CEFR-J,A2,,noun,,
playmate,CEFR-J,B2,,noun,,
playwright,CEFR-J,B2,,noun,,
plead,BSL|CEFR-J,B2,,verb,,
pleasantly,CEFR-J,B1,,adverb,,
pleased,CEFR-J,A2,,adjective,,
pleasing,CEFR-J,A2,,adjective,,
pledge,BSL,,,,,
plow,TSL,,,,to force your way through something,
pluck,CEFR-J,B2,,verb,,
plug,NAWL|TSL|BSL|CEFR-J,B1,,verb,an electrical connector; to fill or close tightly so liquid or air cannot pass,プラグ；栓
plum,CEFR-J,B2,,noun,,
plumber,TSL|CEFR-J,B2,,noun,someone connects and mends water pipes for a living,
plunge,BSL,,,,,
plural,NAWL|CEFR-J,A2,,adj,refers to more than one person or thing,複数の
pneumonia,CEFR-J,B2,,noun,,
pocket money,CEFR-J,B1,,noun,,
point of view,CEFR-J,B2,,noun,,
pointless,CEFR-J,B2,,adjective,,
poison,BSL|CEFR-J,B1,,noun,,
poisonous,CEFR-J,B1,,adjective,,
polar,NAWL,,,adj,concerning the areas near the North or South poles,極の
polar bear,CEFR-J,B2,,noun,,
pole,NAWL|TSL|CEFR-J,B1,,n,"a long, narrow piece of metal or wood, that is used to hold or support something",極
police officer,CEFR-J,A2,,noun,,
police station,CEFR-J,A2,,noun,,
policeman,BSL|CEFR-J,A2,,noun,,
policewoman,CEFR-J,A2,,noun,,
policyholder,BSL,,,,,
policymaker,BSL,,,,,
polio,CEFR-J,B2,,noun,,
polish,TSL|CEFR-J,B2,,noun,to make something shine with a cloth,
polite,TSL|CEFR-J,A2,,adjective,being kind to others,
politely,CEFR-J,B1,,adverb,,
politeness,CEFR-J,B2,,noun,,
politically,NAWL|BSL|CEFR-J,B2,,adv,in connection with government matters,政治的に
